id_subject;subject_code;subject_acronym
13996613;2223_INGE_EI_OD_RV_UE83103_TPRV;TPRV
14167515;2223_INGE_EI_OD_SANTINNO_UE7393_IMPEDANCE;IMPEDANCE
14167609;2223_INGE_EI_OD_SANTINNO_UE7393_MANAPROJ;MANAPROJ
14167355;2223_INGE_EI_OD_SANTINNO_UE7393_SANTE;EXPERTSANTE
14167766;2223_INGE_EI_OD_SANTINNO_UE7494_DEVMEP;DEVMEP
14167701;2223_INGE_EI_OD_SANTINNO_UE7494_PROTO;PROTO
14168058;2223_INGE_EI_OD_SANTINNO_UE83103_EXPERT;EXPERT
14168099;2223_INGE_EI_OD_SANTINNO_UE83103_PROJET3;PROJSANT
14165831;2223_INGE_EI_OD_SMARTLOC_UE7393_MANAPROJ;MANAPROJ
14165537;2223_INGE_EI_OD_SMARTLOC_UE7494_ANDROID;ANDROID
14165510;2223_INGE_EI_OD_SMARTLOC_UE7494_MLOC;MLOC
0;2223_INGE_EI_OD_SMARTLOC_UE7494_MODIA;MODIA
14165694;2223_INGE_EI_OD_SMARTLOC_UE83103_EXPERT;EXPERT
14165652;2223_INGE_EI_OD_SMARTLOC_UE83103_PROJET3;SMARTLOC
13988915;2223_INGE_EI_S10_UE101_BLOC_LVC_ALLEM;ALLS10
13988970;2223_INGE_EI_S10_UE101_BLOC_LVC_CHINO;CHIS10
13989020;2223_INGE_EI_S10_UE101_BLOC_LVC_ENGLI;ANGS10
13989071;2223_INGE_EI_S10_UE101_BLOC_LVC_ESPAG;ESPS10
13989125;2223_INGE_EI_S10_UE101_BLOC_LVC_ITALI;ITAS10
13989175;2223_INGE_EI_S10_UE101_BLOC_LVC_JAPON;JAPS10
13989227;2223_INGE_EI_S10_UE101_BLOC_LVC_RUSSE;RUSS10
13988792;2223_INGE_EI_S10_UE101_BLOC_LVO_ENGLI;ENGS10
13988849;2223_INGE_EI_S10_UE101_BLOC_LVO_FLE;FLES10
13989422;2223_INGE_EI_S10_UE101_EPS;EPSS810
13989547;2223_INGE_EI_S10_UE102_OP_DISRUPT;DISRUPT
13989609;2223_INGE_EI_S10_UE102_OP_DPP_DPROJ2;DPROJ2
13989715;2223_INGE_EI_S10_UE102_OP_ENTRE_ENTRES10;ENTRES10
13989669;2223_INGE_EI_S10_UE102_OP_ENTRE_PROJE;PROJE
13989780;2223_INGE_EI_S10_UE102_OP_FINANCE_FINANS10;FINANS10
13989828;2223_INGE_EI_S10_UE102_OP_FINANCE_PROJFINAN;PROFINAN
13989892;2223_INGE_EI_S10_UE102_OP_IECO_IECO2;IECO
13989937;2223_INGE_EI_S10_UE102_OP_IECO_PRTECO2;PRTECO
13990024;2223_INGE_EI_S10_UE102_OP_IGSANTE_INGES;INGES
13990073;2223_INGE_EI_S10_UE102_OP_IGSANTE_PROSAN;PROSAN
13990139;2223_INGE_EI_S10_UE102_OP_INGAFF_IADRO;IADRO
13990187;2223_INGE_EI_S10_UE102_OP_INGAFF_IAPRO;IAPRO
13990252;2223_INGE_EI_S10_UE102_OP_INPACT_INPACTS10;INPACTS10
13990298;2223_INGE_EI_S10_UE102_OP_INPACT_PRINPACT;PRINPACT
13990363;2223_INGE_EI_S10_UE102_OP_MLC_HUMANS10;HUMANS10
13990408;2223_INGE_EI_S10_UE102_OP_MLC_PRMLC2;PRMLC
13990582;2223_INGE_EI_S10_UE102_OP_REDEV_METMET;METMET
13990536;2223_INGE_EI_S10_UE102_OP_REDEV_PRORD2;PRORD
13990695;2223_INGE_EI_S10_UE102_OP_SCIMUS_ACMUS;ACMUS
13990649;2223_INGE_EI_S10_UE102_OP_SCIMUS_PROMU;PROMU
13857699;2223_INGE_EI_S5_PROMO_A_UE53_MEMCO;MeMCo_S5
13857893;2223_INGE_EI_S5_PROMO_A_UE54_CODEP;CODEP_S5
13857984;2223_INGE_EI_S5_PROMO_A_UE54_ENCLI;ENCLI_S5
13858532;2223_INGE_EI_S5_PROMO_A_UE55_FLUID;FLUID_S5
13859425;2223_INGE_EI_S5_PROMO_B_UE53_MATHS;MATHS_S5
13859578;2223_INGE_EI_S5_PROMO_B_UE54_CCUBE;CCUBE_S5
13859919;2223_INGE_EI_S5_PROMO_B_UE55_ALGPR;ALGPR_S5
13960361;2223_INGE_EI_S5_SOFTSKILLS_SE_IAM20;IAM20_S5
15066707;2223_INGE_EI_S5_SOFTSKILLS_SE_IAM21;IAM21_S5
13960402;2223_INGE_EI_S5_SOFTSKILLS_SE_IAM50;IAM50_S5
13960479;2223_INGE_EI_S5_SOFTSKILLS_SE_INOV14;INOV14_S5
13960518;2223_INGE_EI_S5_SOFTSKILLS_SE_INOV20;INOV20_S5
13960557;2223_INGE_EI_S5_SOFTSKILLS_SE_INOV29;INOV29_S5
13960597;2223_INGE_EI_S5_SOFTSKILLS_SE_OSO10;OSO10_S5
13960637;2223_INGE_EI_S5_SOFTSKILLS_SE_OSO12;OSO12_S5
13960676;2223_INGE_EI_S5_SOFTSKILLS_SE_OSO14;OSO14_S5
13960715;2223_INGE_EI_S5_SOFTSKILLS_SE_OSO34;OSO34_S5
13960753;2223_INGE_EI_S5_SOFTSKILLS_SE_PRO10;PRO10_S5
13960824;2223_INGE_EI_S5_SOFTSKILLS_SE_PRO20;PRO20_S5
13960441;2223_INGE_EI_S5_SOFTSKILLS_SE_PRO51;PRO51_S5
13960904;2223_INGE_EI_S5_SOFTSKILLS_SH_ENG02;ENG02_S5
13960949;2223_INGE_EI_S5_SOFTSKILLS_SH_GEO03;GEO03_S5
13961039;2223_INGE_EI_S5_SOFTSKILLS_SH_GEO11;GEO11_S5
13960994;2223_INGE_EI_S5_SOFTSKILLS_SH_GEO12;GEO12_S5
13961084;2223_INGE_EI_S5_SOFTSKILLS_SH_NUMCIV01;NUMCIV01_S5
13961130;2223_INGE_EI_S5_SOFTSKILLS_SH_PHI01;PHI01_S5
13856961;2223_INGE_EI_S5_UE51_BLOC_LVC_ALLEM;ALLS5
13857015;2223_INGE_EI_S5_UE51_BLOC_LVC_CHINO;CHIS5
13857066;2223_INGE_EI_S5_UE51_BLOC_LVC_ENGLI;ANGS5
13857118;2223_INGE_EI_S5_UE51_BLOC_LVC_ESPAG;ESPS5
13857173;2223_INGE_EI_S5_UE51_BLOC_LVC_ITALI;ITAS5
13857224;2223_INGE_EI_S5_UE51_BLOC_LVC_JAPON;JAPS5
13857277;2223_INGE_EI_S5_UE51_BLOC_LVC_RUSSE;RUSS5
13856836;2223_INGE_EI_S5_UE51_BLOC_LVO_ENGLI;ENGS5
13856891;2223_INGE_EI_S5_UE51_BLOC_LVO_FLE;FLES5
13857473;2223_INGE_EI_S5_UE51_EPS;EPSS5
13858586;2223_INGE_EI_S5_UE55_BIOLO;BIOLO_S5
13858756;2223_INGE_EI_S5_UE55_ENERG;ENERG_S5
13858889;2223_INGE_EI_S5_UE55_GPROD;GPROD_S5
13859018;2223_INGE_EI_S5_UE55_MATER;MATER_S5
13859141;2223_INGE_EI_S5_UE55_SELEC;SELEC_S5
13859281;2223_INGE_EI_S5_UE55_SSTEM;SSTEM_S5
13863689;2223_INGE_EI_S5_UE56_DEARC;DEARC_S5
13864599;2223_INGE_EI_S6_PROMO_A_UE63_MATHS;MATHS_S6
13864752;2223_INGE_EI_S6_PROMO_A_UE64_CCUBE;CCUBE_S6
13865114;2223_INGE_EI_S6_PROMO_A_UE65_ALGPR;ALGPR_S6
13865238;2223_INGE_EI_S6_PROMO_B_UE63_MEMCO;MeMCo_S6
13865426;2223_INGE_EI_S6_PROMO_B_UE64_CODEP;CODEP_S6
13865510;2223_INGE_EI_S6_PROMO_B_UE64_ENCLI;ENCLI_S6
13865913;2223_INGE_EI_S6_PROMO_B_UE65_FLUID;FLUID_S6
13961304;2223_INGE_EI_S6_SOFTSKILLS_SE_IAM10;IAM10_S6
13961343;2223_INGE_EI_S6_SOFTSKILLS_SE_IAM20;IAM20_S6
13961381;2223_INGE_EI_S6_SOFTSKILLS_SE_INOV14;INOV14_S6
13961420;2223_INGE_EI_S6_SOFTSKILLS_SE_INOV22;INOV22_S6
13961458;2223_INGE_EI_S6_SOFTSKILLS_SE_INOV27;INOV27_S6
13961496;2223_INGE_EI_S6_SOFTSKILLS_SE_OSO10;OSO10_S6
13961536;2223_INGE_EI_S6_SOFTSKILLS_SE_OSO21;OSO21_S6
13961579;2223_INGE_EI_S6_SOFTSKILLS_SE_OSO34;OSO34_S6
13961619;2223_INGE_EI_S6_SOFTSKILLS_SE_OSO41;OSO41_S6
13961659;2223_INGE_EI_S6_SOFTSKILLS_SE_P2E;P2E_S6
13961721;2223_INGE_EI_S6_SOFTSKILLS_SE_PRO10;PRO10_S6
13961792;2223_INGE_EI_S6_SOFTSKILLS_SE_PRO21;PRO21_S6
13961832;2223_INGE_EI_S6_SOFTSKILLS_SE_PRO23;PRO23_S6
13961870;2223_INGE_EI_S6_SOFTSKILLS_SH_ANA01;ANA01_S6
13961917;2223_INGE_EI_S6_SOFTSKILLS_SH_ARCHEO01;ARCHEO01_S6
15066853;2223_INGE_EI_S6_SOFTSKILLS_SH_ARTECO01;ARTECO01_S6
13961964;2223_INGE_EI_S6_SOFTSKILLS_SH_ENG01;ENG01_S6
13962010;2223_INGE_EI_S6_SOFTSKILLS_SH_HST03;HST03_S6
13962056;2223_INGE_EI_S6_SOFTSKILLS_SH_PSO02;PSO02_S6
13863907;2223_INGE_EI_S6_UE61_BLOC_LVC_ALLEM;ALLS6
13863962;2223_INGE_EI_S6_UE61_BLOC_LVC_CHINO;CHIS6
13864013;2223_INGE_EI_S6_UE61_BLOC_LVC_ENGLI;ANGS6
13864065;2223_INGE_EI_S6_UE61_BLOC_LVC_ESPAG;ESPS6
13864120;2223_INGE_EI_S6_UE61_BLOC_LVC_ITALI;ITAS6
13864171;2223_INGE_EI_S6_UE61_BLOC_LVC_JAPON;JAPS6
13864224;2223_INGE_EI_S6_UE61_BLOC_LVC_RUSSE;RUSS6
13863782;2223_INGE_EI_S6_UE61_BLOC_LVO_ENGLI;ENGS6
13863838;2223_INGE_EI_S6_UE61_BLOC_LVO_FLE;FLES6
13864420;2223_INGE_EI_S6_UE61_EPS;EPSS6
13858629;2223_INGE_EI_S6_UE65_BIOLO;BIOLO_S6
13858790;2223_INGE_EI_S6_UE65_ENERG;ENERG_S6
13858918;2223_INGE_EI_S6_UE65_GPROD;GPROD_S6
13859044;2223_INGE_EI_S6_UE65_MATER;MATER_S6
13859175;2223_INGE_EI_S6_UE65_SELEC;SELEC_S6
13859310;2223_INGE_EI_S6_UE65_SSTEM;SSTEM_S6
13865170;2223_INGE_EI_S6_UE66_EVEILARCHI;ENSA
13943792;2223_INGE_EI_S7_FAST_TRACK_UE71_EPS;FASTTRACK_EPS_S7
13943840;2223_INGE_EI_S7_FAST_TRACK_UE71_FL2;FASTTRACK_FL2_S7
13943897;2223_INGE_EI_S7_FAST_TRACK_UE71_FLE;FASTTRACK_FLE_S7
13944137;2223_INGE_EI_S7_FAST_TRACK_UE72_ALGPR;FASTTRACK_ALGPR_S7
13944035;2223_INGE_EI_S7_FAST_TRACK_UE72_OFM;FASTTRACK_OFM_S7
13944206;2223_INGE_EI_S7_FAST_TRACK_UE73_FINEL;FASTTRACK_FINEL_S7
13944286;2223_INGE_EI_S7_FAST_TRACK_UE73_MATH1;FASTTRACK_MATH1_S7
13944334;2223_INGE_EI_S7_FAST_TRACK_UE73_SNS;FASTTRACK_SNS_S7
13944541;2223_INGE_EI_S7_FAST_TRACK_UE74_CIVEN;FASTTRACK_CIVEN_S7
